human,machine
monday may 25 2015,2015-05-25
thursday january 7 1988,1988-01-07
7 november 1987,1987-11-07
jul 6 1971,1971-07-06
january 28 1989,1989-01-28
monday august 5 2013,2013-08-05
22 05 81,1981-05-22
18 may 1986,1986-05-18
monday may 1 1989,1989-05-01
10 apr 1976,1976-04-10
wednesday august 17 1977,1977-08-17
20 nov 1970,1970-11-20
nov 19 2000,2000-11-19
10 february 2017,2017-02-10
20 dec 1977,1977-12-20
monday july 16 1973,1973-07-16
2 03 95,1995-03-02
23 nov 2001,2001-11-23
january 16 2011,2011-01-16
february 12 1999,1999-02-12
oct 10 2017,2017-10-10
sunday june 3 1984,1984-06-03
28 jun 1983,1983-06-28
28 03 12,2012-03-28
thursday may 17 1984,1984-05-17
friday april 2 1971,1971-04-02
tuesday may 4 1971,1971-05-04
tuesday november 3 1970,1970-11-03
17 jun 1987,1987-06-17
29 03 07,2007-03-29
4 12 90,1990-12-04
march 23 1975,1975-03-23
18.02.74,1974-02-18
24 12 04,2004-12-24
30 apr 2016,2016-04-30
22 aug 1978,1978-08-22
sunday august 10 2008,2008-08-10
18 september 2017,2017-09-18
march 8 2002,2002-03-08
friday january 27 2006,2006-01-27
friday september 21 1973,1973-09-21
january 24 1996,1996-01-24
friday february 11 1994,1994-02-11
monday march 30 2009,2009-03-30
friday august 28 1987,1987-08-28
5 july 2018,2018-07-05
oct 24 2009,2009-10-24
24 sep 1996,1996-09-24
saturday april 4 1998,1998-04-04
wednesday june 6 2007,2007-06-06
september 20 2005,2005-09-20
05 oct 2018,2018-10-05
tuesday september 15 1981,1981-09-15
thursday january 18 1973,1973-01-18
31 12 90,1990-12-31
sep 26 1980,1980-09-26
wednesday june 21 2000,2000-06-21
15 dec 2015,2015-12-15
march 15 2011,2011-03-15
4 april 2012,2012-04-04
friday september 23 1994,1994-09-23
september 12 2005,2005-09-12
thursday january 11 1979,1979-01-11
thursday october 16 2008,2008-10-16
monday july 15 1974,1974-07-15
thursday june 25 2009,2009-06-25
monday july 6 2009,2009-07-06
thursday april 22 1971,1971-04-22
6 11 78,1978-11-06
05.01.96,1996-01-05
19 10 97,1997-10-19
8/22/75,1975-08-22
sunday september 12 2004,2004-09-12
friday march 8 1974,1974-03-08
sunday january 21 2018,2018-01-21
14 feb 1997,1997-02-14
15 september 1986,1986-09-15
9 sep 1990,1990-09-09
tuesday april 17 1984,1984-04-17
16.11.02,2002-11-16
17 nov 1977,1977-11-17
monday october 2 2017,2017-10-02
sunday july 15 2012,2012-07-15
april 16 1989,1989-04-16
24 september 1995,1995-09-24
4 dec 2011,2011-12-04
saturday may 31 1975,1975-05-31
september 26 1997,1997-09-26
sunday march 9 2014,2014-03-09
5 january 1978,1978-01-05
wednesday november 3 2004,2004-11-03
19 03 71,1971-03-19
november 23 1990,1990-11-23
september 16 1999,1999-09-16
12/6/71,1971-12-06
sunday november 19 2017,2017-11-19
thursday december 19 2002,2002-12-19
friday july 4 2008,2008-07-04
1/25/75,1975-01-25
wednesday february 25 2009,2009-02-25
tuesday october 2 2012,2012-10-02
22 january 1991,1991-01-22
sunday march 7 1976,1976-03-07
sunday september 25 2011,2011-09-25
friday august 4 2017,2017-08-04
31 jan 2004,2004-01-31
monday march 25 1996,1996-03-25
19 sep 1999,1999-09-19
26.02.15,2015-02-26
february 1 1983,1983-02-01
january 21 1992,1992-01-21
10.12.85,1985-12-10
2/18/02,2002-02-18
8 november 1981,1981-11-08
monday november 14 1977,1977-11-14
monday september 3 1990,1990-09-03
7 october 1980,1980-10-07
16 december 2006,2006-12-16
saturday november 5 2011,2011-11-05
tuesday september 7 1976,1976-09-07
26 oct 2001,2001-10-26
10 may 1990,1990-05-10
august 13 1977,1977-08-13
saturday may 2 1981,1981-05-02
18 october 2007,2007-10-18
20 01 18,2018-01-20
25 jun 1994,1994-06-25
july 5 1987,1987-07-05
5/17/99,1999-05-17
friday april 13 2018,2018-04-13
monday november 4 1991,1991-11-04
friday july 26 1974,1974-07-26
friday march 29 1996,1996-03-29
25 apr 2003,2003-04-25
wednesday september 26 1990,1990-09-26
monday june 12 1978,1978-06-12
saturday october 6 2018,2018-10-06
tuesday march 18 1975,1975-03-18
wednesday may 21 1997,1997-05-21
tuesday may 16 1978,1978-05-16
thursday august 26 1982,1982-08-26
sunday december 22 1974,1974-12-22
04.12.93,1993-12-04
30 aug 1986,1986-08-30
apr 21 1978,1978-04-21
11 august 1991,1991-08-11
20 feb 1986,1986-02-20
monday september 7 1998,1998-09-07
sunday january 26 1975,1975-01-26
25 jun 1996,1996-06-25
22 january 1983,1983-01-22
17 april 1992,1992-04-17
friday january 22 1971,1971-01-22
19 mar 2011,2011-03-19
monday june 24 2013,2013-06-24
22 nov 1976,1976-11-22
monday june 23 1986,1986-06-23
wednesday june 17 1987,1987-06-17
21 jan 1984,1984-01-21
27 01 88,1988-01-27
1 04 10,2010-04-01
saturday february 12 2000,2000-02-12
2 09 08,2008-09-02
wednesday november 8 1978,1978-11-08
sunday january 4 2009,2009-01-04
february 24 1979,1979-02-24
2 dec 2007,2007-12-02
tuesday january 16 2007,2007-01-16
09.05.80,1980-05-09
01 oct 1992,1992-10-01
saturday april 25 1970,1970-04-25
saturday october 12 1991,1991-10-12
15 april 2000,2000-04-15
2/4/76,1976-02-04
wednesday february 24 2016,2016-02-24
monday january 22 1990,1990-01-22
monday may 8 1972,1972-05-08
mar 28 1996,1996-03-28
30.04.96,1996-04-30
10 oct 2005,2005-10-10
february 25 1998,1998-02-25
21 05 14,2014-05-21
sunday october 17 2010,2010-10-17
monday december 25 1978,1978-12-25
wednesday december 23 1992,1992-12-23
july 6 1986,1986-07-06
june 23 2018,2018-06-23
20 apr 1998,1998-04-20
tuesday february 6 1996,1996-02-06
9 sep 2003,2003-09-09
07 jul 1976,1976-07-07
sunday march 27 2005,2005-03-27
27 january 1977,1977-01-27
sunday september 18 1994,1994-09-18
04.12.00,2000-12-04
18 august 1997,1997-08-18
15 july 1990,1990-07-15
sunday march 14 1993,1993-03-14
october 1 2005,2005-10-01
27 aug 2005,2005-08-27
26 august 2009,2009-08-26
29.11.12,2012-11-29
sunday june 10 1979,1979-06-10
4 nov 2009,2009-11-04
23 apr 1997,1997-04-23
sunday november 28 1971,1971-11-28
tuesday august 12 2014,2014-08-12
17.07.79,1979-07-17
sep 27 1973,1973-09-27
8 november 1975,1975-11-08
27 mar 1995,1995-03-27
07 dec 1973,1973-12-07
26 aug 1996,1996-08-26
tuesday november 21 1978,1978-11-21
tuesday august 26 2008,2008-08-26
14 mar 1986,1986-03-14
25 october 1977,1977-10-25
march 3 1971,1971-03-03
27 02 73,1973-02-27
saturday may 20 2000,2000-05-20
monday september 4 2006,2006-09-04
monday june 11 1979,1979-06-11
tuesday february 23 1988,1988-02-23
tuesday january 26 2010,2010-01-26
6 april 1979,1979-04-06
october 12 2017,2017-10-12
august 15 1984,1984-08-15
21 april 1995,1995-04-21
monday november 25 2013,2013-11-25
1 july 1986,1986-07-01
9 november 1999,1999-11-09
saturday december 8 2012,2012-12-08
11 apr 2017,2017-04-11
11 nov 1987,1987-11-11
09 aug 1970,1970-08-09
monday june 4 1979,1979-06-04
wednesday march 17 2010,2010-03-17
25 feb 1992,1992-02-25
mar 19 2007,2007-03-19
05 jan 1997,1997-01-05
wednesday april 1 1998,1998-04-01
17 oct 1977,1977-10-17
friday october 30 1970,1970-10-30
26 jun 1992,1992-06-26
sunday february 5 2012,2012-02-05
3 11 79,1979-11-03
3/21/96,1996-03-21
november 4 2000,2000-11-04
25 apr 2017,2017-04-25
10 december 2010,2010-12-10
3/11/81,1981-03-11
february 14 1988,1988-02-14
01 jun 2015,2015-06-01
tuesday september 6 1983,1983-09-06
5 jan 1979,1979-01-05
19.12.06,2006-12-19
wednesday january 3 2007,2007-01-03
11 june 1983,1983-06-11
15 12 75,1975-12-15
june 27 1970,1970-06-27
monday november 5 2012,2012-11-05
30 january 2002,2002-01-30
november 7 2017,2017-11-07
sunday march 21 1976,1976-03-21
15 april 1982,1982-04-15
03 jan 1990,1990-01-03
23 april 1993,1993-04-23
saturday may 21 1988,1988-05-21
friday september 11 2015,2015-09-11
15 aug 2016,2016-08-15
february 15 1980,1980-02-15
friday january 8 1999,1999-01-08
13 jul 1981,1981-07-13
sunday august 30 2009,2009-08-30
2/20/16,2016-02-20
monday november 12 1984,1984-11-12
aug 11 2018,2018-08-11
wednesday may 3 1978,1978-05-03
wednesday september 4 1985,1985-09-04
april 1 1991,1991-04-01
thursday september 29 1977,1977-09-29
12 august 2009,2009-08-12
july 22 1981,1981-07-22
wednesday november 7 1984,1984-11-07
december 16 1988,1988-12-16
wednesday august 23 1972,1972-08-23
27 nov 2007,2007-11-27
16 march 2005,2005-03-16
sunday february 8 2009,2009-02-08
wednesday march 18 1981,1981-03-18
wednesday july 3 2013,2013-07-03
sunday november 24 2002,2002-11-24
september 21 1991,1991-09-21
saturday september 18 1999,1999-09-18
23 nov 1971,1971-11-23
april 25 2018,2018-04-25
monday march 15 2010,2010-03-15
2 02 83,1983-02-02
friday april 2 1993,1993-04-02
sunday december 17 1995,1995-12-17
friday september 14 1990,1990-09-14
sunday may 9 2010,2010-05-09
thursday july 14 2011,2011-07-14
wednesday january 6 2010,2010-01-06
23 august 1973,1973-08-23
monday may 21 1984,1984-05-21
monday june 17 1985,1985-06-17
wednesday january 13 2016,2016-01-13
saturday may 11 2002,2002-05-11
30 mar 1990,1990-03-30
thursday may 17 1984,1984-05-17
20 nov 2015,2015-11-20
oct 15 2014,2014-10-15
3/14/06,2006-03-14
01 sep 1971,1971-09-01
sunday august 12 2007,2007-08-12
january 8 2001,2001-01-08
13 feb 2003,2003-02-13
3 08 73,1973-08-03
may 25 1994,1994-05-25
10 march 1975,1975-03-10
11 08 13,2013-08-11
11 jun 1972,1972-06-11
28 january 1989,1989-01-28
may 17 2000,2000-05-17
monday august 20 1973,1973-08-20
monday december 9 2002,2002-12-09
april 24 1970,1970-04-24
thursday january 14 1971,1971-01-14
30 dec 2002,2002-12-30
16 january 2015,2015-01-16
4 feb 2007,2007-02-04
21 june 2016,2016-06-21
february 21 1982,1982-02-21
friday january 18 1985,1985-01-18
29 july 2017,2017-07-29
saturday december 26 1987,1987-12-26
16 may 1978,1978-05-16
tuesday august 26 1975,1975-08-26
2 10 15,2015-10-02
24 feb 2007,2007-02-24
thursday december 26 2002,2002-12-26
wednesday february 25 1970,1970-02-25
saturday march 26 2016,2016-03-26
tuesday april 13 1982,1982-04-13
26.06.10,2010-06-26
wednesday november 30 2005,2005-11-30
thursday october 3 1996,1996-10-03
december 24 1980,1980-12-24
tuesday february 10 1998,1998-02-10
tuesday may 11 1982,1982-05-11
april 4 2013,2013-04-04
1 dec 1972,1972-12-01
saturday july 27 2013,2013-07-27
03.01.88,1988-01-03
friday september 1 1972,1972-09-01
21 12 16,2016-12-21
thursday october 25 2012,2012-10-25
5 feb 2009,2009-02-05
february 18 2006,2006-02-18
monday november 25 1974,1974-11-25
12/16/82,1982-12-16
saturday june 17 2000,2000-06-17
monday june 13 1977,1977-06-13
friday april 7 2017,2017-04-07
thursday may 11 1978,1978-05-11
31 mar 2016,2016-03-31
saturday february 21 1976,1976-02-21
2 november 1982,1982-11-02
saturday june 10 1978,1978-06-10
thursday may 16 2013,2013-05-16
wednesday january 4 2012,2012-01-04
wednesday june 15 2016,2016-06-15
7 may 2000,2000-05-07
21.05.84,1984-05-21
sunday july 10 2005,2005-07-10
2 11 07,2007-11-02
21 october 2000,2000-10-21
22 nov 1990,1990-11-22
tuesday november 22 2016,2016-11-22
4 jul 2017,2017-07-04
sunday august 22 1999,1999-08-22
friday september 30 1994,1994-09-30
tuesday april 26 2005,2005-04-26
wednesday april 25 1990,1990-04-25
15 november 1979,1979-11-15
23 dec 1981,1981-12-23
saturday june 1 1974,1974-06-01
1 march 2003,2003-03-01
wednesday september 25 1985,1985-09-25
24 january 1999,1999-01-24
friday june 26 1981,1981-06-26
wednesday march 23 2016,2016-03-23
15 october 2012,2012-10-15
20 oct 1978,1978-10-20
28 may 2010,2010-05-28
nov 18 2000,2000-11-18
monday january 17 1972,1972-01-17
nov 12 1987,1987-11-12
24 06 71,1971-06-24
29 dec 1970,1970-12-29
monday april 5 2010,2010-04-05
27 december 1981,1981-12-27
28 august 2014,2014-08-28
4/28/96,1996-04-28
monday august 11 2003,2003-08-11
02.02.12,2012-02-02
friday december 30 1988,1988-12-30
july 27 1975,1975-07-27
february 21 1990,1990-02-21
sunday december 20 1998,1998-12-20
wednesday october 24 1984,1984-10-24
22 feb 1981,1981-02-22
tuesday july 28 1970,1970-07-28
21.11.99,1999-11-21
16.10.95,1995-10-16
tuesday january 10 1989,1989-01-10
saturday august 27 2005,2005-08-27
oct 9 1976,1976-10-09
september 29 1972,1972-09-29
18 feb 1976,1976-02-18
18 march 2007,2007-03-18
27.07.86,1986-07-27
30 09 11,2011-09-30
friday march 25 2005,2005-03-25
27 03 75,1975-03-27
8 may 1988,1988-05-08
monday february 10 2014,2014-02-10
monday june 1 1970,1970-06-01
wednesday july 12 2000,2000-07-12
monday september 19 2016,2016-09-19
6 aug 2006,2006-08-06
wednesday october 14 2009,2009-10-14
friday june 23 1978,1978-06-23
3/15/70,1970-03-15
22 oct 2001,2001-10-22
sunday july 26 2009,2009-07-26
13 nov 1971,1971-11-13
wednesday april 15 2009,2009-04-15
saturday january 27 1990,1990-01-27
thursday september 24 2015,2015-09-24
monday may 20 1985,1985-05-20
thursday march 3 1988,1988-03-03
saturday march 19 1977,1977-03-19
07 feb 1977,1977-02-07
22 july 2010,2010-07-22
1/5/70,1970-01-05
monday october 22 1984,1984-10-22
4 october 2008,2008-10-04
july 26 1982,1982-07-26
15 apr 2007,2007-04-15
14 feb 2005,2005-02-14
12 02 94,1994-02-12
7 09 08,2008-09-07
november 2 2005,2005-11-02
30 09 13,2013-09-30
saturday march 18 1978,1978-03-18
4 november 1998,1998-11-04
november 29 1971,1971-11-29
oct 26 1987,1987-10-26
14 jan 1975,1975-01-14
23.07.83,1983-07-23
16 august 2008,2008-08-16
tuesday october 21 1980,1980-10-21
26 jul 1988,1988-07-26
10 06 80,1980-06-10
saturday october 19 1991,1991-10-19
thursday january 27 2000,2000-01-27
12 jan 1977,1977-01-12
24.09.05,2005-09-24
may 8 2002,2002-05-08
26 aug 1975,1975-08-26
wednesday september 9 1992,1992-09-09
monday may 5 1980,1980-05-05
sunday september 26 1999,1999-09-26
05 jan 1998,1998-01-05
sep 24 2012,2012-09-24
16 february 1974,1974-02-16
1 january 2007,2007-01-01
august 22 2015,2015-08-22
27 jan 1994,1994-01-27
09.05.75,1975-05-09
13 march 1982,1982-03-13
march 25 2011,2011-03-25
sunday may 14 1978,1978-05-14
monday april 23 2001,2001-04-23
4 04 78,1978-04-04
3 sep 2000,2000-09-03
december 26 2003,2003-12-26
9 march 1984,1984-03-09
3/1/73,1973-03-01
20 nov 1974,1974-11-20
saturday july 6 1991,1991-07-06
5/22/89,1989-05-22
2/15/13,2013-02-15
friday march 4 1988,1988-03-04
02.12.85,1985-12-02
friday march 14 1986,1986-03-14
14 07 71,1971-07-14
saturday july 23 1988,1988-07-23
tuesday february 1 1977,1977-02-01
13 january 1972,1972-01-13
aug 7 1988,1988-08-07
sunday december 19 2010,2010-12-19
01 sep 1985,1985-09-01
tuesday october 3 1989,1989-10-03
8 may 2013,2013-05-08
21 nov 1992,1992-11-21
22 12 13,2013-12-22
friday april 23 2004,2004-04-23
december 3 1990,1990-12-03
saturday april 26 2003,2003-04-26
april 4 1985,1985-04-04
monday december 19 2005,2005-12-19
august 4 1984,1984-08-04
31 mar 1988,1988-03-31
monday may 3 1976,1976-05-03
january 28 2010,2010-01-28
thursday february 10 2000,2000-02-10
march 13 1971,1971-03-13
02 apr 1985,1985-04-02
13.07.09,2009-07-13
25 mar 1996,1996-03-25
thursday september 29 2016,2016-09-29
01 jun 1995,1995-06-01
3/9/05,2005-03-09
saturday november 12 2011,2011-11-12
wednesday april 10 1991,1991-04-10
wednesday june 27 2001,2001-06-27
monday may 7 1979,1979-05-07
23 october 1988,1988-10-23
08 dec 1987,1987-12-08
friday august 27 2004,2004-08-27
7 february 1984,1984-02-07
18 mar 1972,1972-03-18
may 30 1974,1974-05-30
14 august 1998,1998-08-14
28 may 1974,1974-05-28
24 may 2006,2006-05-24
march 16 1979,1979-03-16
10 aug 2006,2006-08-10
december 25 1991,1991-12-25
26 december 2007,2007-12-26
thursday january 16 1992,1992-01-16
18 june 1980,1980-06-18
saturday may 15 1971,1971-05-15
11/16/88,1988-11-16
2 april 1990,1990-04-02
24 april 1999,1999-04-24
sunday april 21 1985,1985-04-21
13 dec 2012,2012-12-13
december 27 1985,1985-12-27
14 sep 1980,1980-09-14
friday march 15 1991,1991-03-15
september 9 2015,2015-09-09
tuesday april 7 1981,1981-04-07
saturday july 20 2013,2013-07-20
april 8 2018,2018-04-08
sunday march 3 1991,1991-03-03
3/28/80,1980-03-28
4 january 1971,1971-01-04
12 oct 1999,1999-10-12
monday august 5 1996,1996-08-05
sunday april 17 2005,2005-04-17
wednesday october 5 1983,1983-10-05
2 04 72,1972-04-02
wednesday september 4 2002,2002-09-04
sunday april 26 2009,2009-04-26
december 23 1992,1992-12-23
saturday october 20 1979,1979-10-20
april 2 1996,1996-04-02
monday february 23 1970,1970-02-23
thursday december 24 1987,1987-12-24
14.07.07,2007-07-14
saturday october 23 1982,1982-10-23
monday may 14 1990,1990-05-14
december 8 1987,1987-12-08
29 sep 1977,1977-09-29
friday december 25 1992,1992-12-25
saturday june 2 1990,1990-06-02
saturday january 7 1995,1995-01-07
10/3/94,1994-10-03
wednesday december 7 1988,1988-12-07
oct 18 1985,1985-10-18
tuesday march 17 1992,1992-03-17
thursday december 26 1985,1985-12-26
20 july 1981,1981-07-20
thursday december 26 1974,1974-12-26
2/6/96,1996-02-06
saturday october 9 1982,1982-10-09
16 feb 2000,2000-02-16
nov 14 1989,1989-11-14
28 01 00,2000-01-28
december 16 1988,1988-12-16
10/2/79,1979-10-02
thursday july 13 2017,2017-07-13
09 dec 1997,1997-12-09
monday may 13 1991,1991-05-13
30 june 1997,1997-06-30
wednesday february 15 1978,1978-02-15
5 may 1981,1981-05-05
friday june 6 1975,1975-06-06
november 22 2005,2005-11-22
1 october 2003,2003-10-01
friday august 12 1983,1983-08-12
20 08 97,1997-08-20
wednesday september 7 2005,2005-09-07
saturday march 6 1971,1971-03-06
saturday july 18 1992,1992-07-18
friday september 8 1995,1995-09-08
saturday july 14 1979,1979-07-14
thursday april 22 1982,1982-04-22
monday february 2 1976,1976-02-02
25 jan 1996,1996-01-25
saturday april 20 2002,2002-04-20
thursday march 12 1992,1992-03-12
06 aug 2017,2017-08-06
sunday december 17 2017,2017-12-17
6/28/90,1990-06-28
8 nov 2001,2001-11-08
07 jan 1990,1990-01-07
16 apr 2008,2008-04-16
july 18 2018,2018-07-18
21 apr 1998,1998-04-21
monday april 27 1987,1987-04-27
friday march 30 1973,1973-03-30
18 oct 1990,1990-10-18
16 nov 1974,1974-11-16
tuesday january 3 2012,2012-01-03
25 06 85,1985-06-25
17 aug 1993,1993-08-17
tuesday may 31 2016,2016-05-31
8 march 1989,1989-03-08
7 08 94,1994-08-07
saturday january 9 1971,1971-01-09
16 10 90,1990-10-16
april 10 2000,2000-04-10
friday september 11 2015,2015-09-11
1/30/96,1996-01-30
12 june 1979,1979-06-12
2 jan 1997,1997-01-02
27 04 91,1991-04-27
tuesday may 29 2001,2001-05-29
sunday september 3 2000,2000-09-03
29 nov 1988,1988-11-29
sunday july 4 2004,2004-07-04
10.04.93,1993-04-10
10 february 1985,1985-02-10
wednesday october 31 1990,1990-10-31
sunday december 19 1971,1971-12-19
sunday october 27 2013,2013-10-27
september 6 1975,1975-09-06
october 28 2002,2002-10-28
20 jan 2002,2002-01-20
monday august 8 2005,2005-08-08
sunday march 11 2018,2018-03-11
thursday may 27 1982,1982-05-27
14 august 1993,1993-08-14
04 aug 2017,2017-08-04
wednesday december 17 2003,2003-12-17
sunday november 3 1991,1991-11-03
25 july 2015,2015-07-25
friday january 16 1970,1970-01-16
october 2 1994,1994-10-02
16 11 04,2004-11-16
1 jul 1988,1988-07-01
6 september 1993,1993-09-06
27 february 2012,2012-02-27
april 17 2018,2018-04-17
wednesday august 14 1996,1996-08-14
wednesday may 8 1996,1996-05-08
thursday december 19 1996,1996-12-19
thursday august 4 1983,1983-08-04
nov 30 2007,2007-11-30
thursday april 18 1974,1974-04-18
14.10.92,1992-10-14
27 may 1978,1978-05-27
9/12/92,1992-09-12
friday january 12 1990,1990-01-12
17 05 16,2016-05-17
14 may 1970,1970-05-14
15 nov 2005,2005-11-15
9 august 1989,1989-08-09
19 jun 1999,1999-06-19
26 jul 1979,1979-07-26
7/16/02,2002-07-16
16 nov 1986,1986-11-16
30.01.74,1974-01-30
18 december 1970,1970-12-18
tuesday september 12 2017,2017-09-12
thursday october 23 1980,1980-10-23
15 mar 2013,2013-03-15
july 17 2005,2005-07-17
monday july 6 2009,2009-07-06
december 18 1986,1986-12-18
sunday may 4 1997,1997-05-04
february 12 1986,1986-02-12
30 aug 1971,1971-08-30
25 dec 2008,2008-12-25
wednesday july 15 1987,1987-07-15
9 october 2000,2000-10-09
december 6 2001,2001-12-06
thursday july 19 2007,2007-07-19
tuesday april 28 1992,1992-04-28
wednesday february 22 2006,2006-02-22
